"","bene_count","bene_count_ge65","bene_count_ge65_suppress_flag","description_flag","drug_name","ge65_suppress_flag","generic_name","npi","nppes_provider_city","nppes_provider_first_name","nppes_provider_last_org_name","nppes_provider_state","specialty_desc","total_30_day_fill_count","total_30_day_fill_count_ge65","total_claim_count","total_claim_count_ge65","total_day_supply","total_day_supply_ge65","total_drug_cost","total_drug_cost_ge65"
"2324",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1649258328,"KETTERING","KIMBERLY","SUNSHEIN","OH","Nurse Practitioner",34,34,34,34,510,510,290.66,290.66
"2325",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1447694633,"CINCINNATI","TIMOTHY","LEE","OH","Pediatric Medicine",11.1,0,11,0,333,0,139.72,0
"2326",12,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1043491061,"WOOSTER","DAVID","LANCE","OH","Family Practice",63,NA,63,NA,1093,NA,762.31,NA
"2327",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1639179963,"TOLEDO","HAROLD","BARLEKAMP","OH","Family Practice",33,0,33,0,378,0,4434.62,0
"2328",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1649513078,"CINCINNATI","ANDREW","PETERSEN","OH","Internal Medicine",11,0,11,0,330,0,718.03,0
"2329",NA,NA,"*","T","METHADONE HCL","","METHADONE HCL",1902136443,"MARTINS FERRY","THOMAS","ROMANO","OH","Internal Medicine",12,12,12,12,360,360,351.37,351.37
"2330",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1851311559,"COLUMBUS","DAVID","BRILL","OH","Family Practice",41,0,41,0,1136,0,16751.32,0
"2331",13,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1609895952,"TROY","SHAKIL","RAHMAN","OH","Psychiatry",25,NA,25,NA,104,NA,1164.47,NA
"2332",NA,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1659451110,"XENIA","FRANKLIN","HALLEY","OH","Psychiatry",30,NA,30,NA,654,NA,3790.77,NA
"2333",NA,0,"","S","VIVITROL","","NALTREXONE MICROSPHERES",1811974348,"CLEVELAND","THEODORE","PARRAN","OH","Addiction Medicine",11,0,11,0,301,0,14421.69,0
"2334",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1871521732,"LOUDONVILLE","DAVID","BOWMAN","OH","Family Practice",18,18,18,18,341,341,314.45,314.45
"2335",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1144205436,"MIDDLEBURG HEIGHTS","MARY","GORJANC","OH","Internal Medicine",11,11,11,11,330,330,145.16,145.16
"2336",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1851311559,"COLUMBUS","DAVID","BRILL","OH","Family Practice",12,0,12,0,345,0,863.75,0
"2337",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1588664833,"TOLEDO","SUSAN","SOLOMON","OH","Family Practice",36,0,36,0,597,0,6326.93,0
"2338",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1336197474,"MILLERSPORT","JAMES","WHETSTONE","OH","Family Practice",19,0,19,0,570,0,1050.2,0
"2339",14,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1558694539,"MANSFIELD","RAO","ALI","OH","Pain Management",40,NA,40,NA,1172,NA,758.48,NA
"2340",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1881670792,"NEW LEXINGTON","STEPHEN","ULRICH","OH","Family Practice",40,NA,40,NA,1190,NA,932.45,NA
"2341",28,13,"","S","METHADONE HCL","","METHADONE HCL",1548225832,"WILLOUGHBY","DAVID","DEMANGONE","OH","Anesthesiology",225.6,106.6,207,101,6245,2966,2741.13,1172.05
"2342",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1063491736,"YOUNGSTOWN","TERRY","PUET","OH","Family Practice",101,0,101,0,1942,0,26390.35,0
"2343",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1013919778,"DAYTON","UGOCHUKWU","NWOKORO","OH","Internal Medicine",25,0,25,0,61,0,874.18,0
"2344",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1629060462,"UNIVERSITY HTS","DANIEL","BREITENBACH","OH","Infectious Disease",12,12,12,12,360,360,238.8,238.8
"2345",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1598742744,"AKRON","TODD","IVAN","OH","Psychiatry",13,0,13,0,384,0,847.58,0
"2346",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1740246107,"SAINT CLAIRSVILLE","FREEDA","FLYNN","OH","Family Practice",65,0,59,0,1437,0,16655.57,0
"2347",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1972509610,"MAYFIELD","FRANKLIN","PRICE","OH","Internal Medicine",21,0,21,0,596,0,8189.25,0
"2348",NA,NA,"*","T","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1831310275,"CINCINNATI","SOUMYA","PANDALAI","OH","Internal Medicine",45,NA,45,NA,1118,NA,17420.83,NA
"2349",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1972683431,"XENIA","BOBBIE","FUSSICHEN","OH","Certified Clinical Nurse Specialist",16,0,16,0,451,0,540.15,0
"2350",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1346245875,"CIRCLEVILLE","ROBERT","VIOLETTE","OH","Internal Medicine",23,0,23,0,690,0,526.47,0
"2351",NA,0,"","T","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1831273069,"SAINT CLAIRSVILLE","M.","SHANK","OH","Internal Medicine",12,0,12,0,112,0,1621.31,0
"2352",NA,NA,"*","S","BUTRANS","","BUPRENORPHINE",1013958552,"URBANA","JEFFERY","BOWERS","OH","Family Practice",52,38,52,38,1462,1070,19410.12,12689.78
"2353",67,NA,"*","S","METHADONE HCL","","METHADONE HCL",1619033693,"SANDUSKY","NARINDER","KHOSLA","OH","Pain Management",442.2,80,442,80,11618,2154,3710.68,702.91
"2354",NA,NA,"*","S","EMBEDA","*","MORPHINE SULFATE/NALTREXONE",1356426639,"CENTERVILLE","SHELLY","GELONECK","OH","Physician Assistant",11,NA,11,NA,322,NA,6736.38,NA
"2355",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1114946373,"BELPRE","CATHERINE","MATISI","OH","Psychiatry",11,0,11,0,330,0,396.66,0
"2356",14,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1154633865,"WINCHESTER","CHERRY","COUSINS","OH","Nurse Practitioner",44,NA,44,NA,1215,NA,10718.07,NA
"2357",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1073523056,"HAMILTON","EDWINA","ZETTLER","OH","Psychiatry",11,0,11,0,293,0,3307.69,0
"2358",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1104015213,"KENT","HENRY","VUCETIC","OH","Pain Management",14.3,NA,14,NA,430,NA,573.03,NA
"2359",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1881661072,"WESTLAKE","M EIAD","SAYED","OH","Internal Medicine",20,NA,20,NA,600,NA,409.37,NA
"2360",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1518118892,"WESTERVILLE","DAVID","WU","OH","Family Practice",11,0,11,0,330,0,660.36,0
"2361",NA,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1467465781,"INDEPENDENCE","NEIL","STEINBERG","OH","Psychiatry",39,13.7,38,13,1054,371,12600.34,4632.01
"2362",NA,0,"","S","VIVITROL","","NALTREXONE MICROSPHERES",1184960593,"LIMA","JENNA","KIMMEL","OH","Nurse Practitioner",11,0,11,0,308,0,14688.39,0
"2363",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1063491736,"YOUNGSTOWN","TERRY","PUET","OH","Family Practice",16,0,16,0,360,0,4231.65,0
"2364",14,NA,"*","T","BUPRENORPHINE HCL","*","BUPRENORPHINE HCL",1851430219,"CINCINNATI","DAVID","FALLAT","OH","Psychiatry & Neurology",104,NA,104,NA,2814,NA,19004.83,NA
"2365",15,NA,"*","S","METHADONE HCL","","METHADONE HCL",1285770883,"CHILLICOTHE","JOANNE","TOMASULO","OH","Family Practice",67,13,67,13,1986,381,1151.11,146.74
"2366",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1952373268,"COLUMBUS","BILLY","BARCLAY","OH","Psychiatry",22,0,22,0,588,0,7687.07,0
"2367",NA,NA,"*","S","BUPRENORPHINE-NALOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1982775995,"OBERLIN","RICHARD","RAY","OH","Interventional Pain Management",13,NA,13,NA,375,NA,2561.09,NA
"2368",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1487862421,"GALLIPOLIS","SUJANA","RAYANI","OH","Psychiatry",26,0,26,0,195,0,2069.27,0
"2369",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1073508354,"ATHENS","MELINDA","FORD","OH","Family Practice",44,12,44,12,1320,360,1154.42,336.1
"2370",11,NA,"*","S","METHADONE HCL","","METHADONE HCL",1942411236,"WEST CHESTER","JAMES","BRUNS","OH","Anesthesiology",64,24,63,23,1920,720,1573.87,800.21
"2371",NA,NA,"*","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1669491569,"BOARDMAN","JOSEPH","MASTERNICK","OH","Family Practice",46,16,46,16,1130,333,16864.6,6231.33
"2372",12,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1902884455,"HAMILTON","NILESH","JOBALIA","OH","Pain Management",27,NA,27,NA,756,NA,11794.88,NA
"2373",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1225097462,"COLUMBUS","DAVID","GARCIA","OH","Emergency Medicine",27.7,0,27,0,705,0,11515.63,0
"2374",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1184619454,"ATHENS","LENARD","PRESUTTI","OH","Family Practice",25,0,25,0,750,0,814.51,0
"2375",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1366468720,"CHAGRIN FALLS","WILLIAM","FIKTER","OH","Psychiatry",11,0,11,0,313,0,5107.99,0
"2376",11,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1255322335,"PATASKALA","NORMAN","SCHWARTZ","OH","Family Practice",52,0,52,0,1090,0,18833.27,0
"2377",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1033177571,"COLUMBUS","ESKENDER","GETACHEW","OH","Neurology",76.1,0,76,0,1626,0,11698,0
"2378",75,25,"","S","METHADONE HCL","","METHADONE HCL",1639151079,"DAYTON","PRADIP","MEHTA","OH","Anesthesiology",540.4,151.2,540,151,16007,4476,11972.88,3050.23
"2379",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1033267455,"NILES","PAUL","CAYAVEC","OH","General Practice",18,NA,18,NA,494,NA,702.55,NA
"2380",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1699757781,"YOUNGSTOWN","ADIL","JAFFER","OH","Family Practice",14,0,14,0,352,0,1320.03,0
"2381",50,29,"","S","BUTRANS","","BUPRENORPHINE",1881866671,"CUYAHOGA FALLS","JAMES","SABLE","OH","Pain Management",174,114,174,114,4865,3178,43637.66,28442.56
"2382",NA,0,"","S","NALTREXONE HCL","","NALTREXONE HCL",1760411441,"HAMILTON","KENNETH","TEPE","OH","Psychiatry",21,0,13,0,630,0,1086.23,0
"2383",NA,NA,"*","S","PENTAZOCINE-NALOXONE HCL","","PENTAZOCINE HCL/NALOXONE HCL",1619080314,"MARTINS FERRY","MONINA","JAO","OH","Internal Medicine",13,13,13,13,344,344,2694.93,2694.93
"2384",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1558694539,"MANSFIELD","RAO","ALI","OH","Pain Management",20,NA,20,NA,532,NA,6994.59,NA
"2385",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1730145756,"CINCINNATI","D SCOTT","LONG","OH","Physical Medicine and Rehabilitation",12,0,12,0,360,0,168.6,0
"2386",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1861744732,"LANCASTER","SANGITA","PADMALWAR","OH","Physician Assistant",17,NA,17,NA,510,NA,341.36,NA
"2387",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1447684592,"KENT","ELISE","LEONE","OH","Nurse Practitioner",20,NA,20,NA,600,NA,515.56,NA
"2388",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1083677355,"COLUMBUS","PATRICK","FAHEY","OH","Family Practice",12,12,12,12,360,360,166.8,166.8
"2389",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1922085596,"COLUMBUS","RAYMOND","PONGONIS","OH","Family Practice",13,0,13,0,104,0,139.95,0
"2390",13,NA,"*","S","METHADONE HCL","","METHADONE HCL",1740252923,"LANCASTER","JOHN","LLOYD","OH","Family Practice",90.5,45.5,82,37,2110,1211,1173.74,679.15
"2391",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1366540874,"CLEVELAND","COLLEEN","CASTELEIN","OH","Nurse Practitioner",15,0,15,0,411,0,262.92,0
"2392",15,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1730179763,"COLUMBUS","IVAN","ZUCKER","OH","Diagnostic Radiology",21,0,21,0,592,0,8431.72,0
"2393",13,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1225339401,"COLUMBUS","KURT","RINGLE","OH","Family Practice",80,0,80,0,1572,0,30414.96,0
"2394",19,NA,"*","S","METHADONE HCL","","METHADONE HCL",1326101098,"SHAKER HEIGHTS","GEORGE","GELEHRTER","OH","Internal Medicine",123.2,17,123,17,3683,510,3718.33,677.5
"2395",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1841276490,"REYNOLDSBURG","ANDREW","SMITH","OH","Internal Medicine",11,11,11,11,330,330,73.39,73.39
"2396",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1013970326,"FINDLAY","JEFFREY","BOMBER","OH","Family Practice",12,12,12,12,360,360,115.81,115.81
"2397",NA,NA,"*","S","NALTREXONE HCL","*","NALTREXONE HCL",1417092586,"CARROLL","BARBARA","SINGER","OH","Family Practice",16,NA,14,NA,480,NA,432.79,NA
"2398",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1003877499,"GREENVILLE","WILLIAM","OSTERBUR","OH","Family Practice",48,48,48,48,470,470,424.86,424.86
"2399",12,NA,"*","S","METHADONE HCL","","METHADONE HCL",1558490748,"RICHMOND HTS","SAMI","MOUFAWAD","OH","Pain Management",122,17,122,17,3653,510,2449.57,214.38
"2400",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1770559783,"COLUMBUS","THOMAS","D'ONOFRIO","OH","Family Practice",13,0,13,0,350,0,2367.98,0
"2401",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1023017860,"NEWARK","MARK","MITCHELL","OH","Internal Medicine",27.8,NA,19,NA,834,NA,445.55,NA
"2402",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1063413300,"BEREA","JOHN","KAVLICH","OH","General Practice",14,0,14,0,325,0,5702.9,0
"2403",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1265711170,"KETTERING","MARIE","SMITH","OH","Certified Clinical Nurse Specialist",26,NA,26,NA,417,NA,531.76,NA
"2404",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1235253378,"CINCINNATI","GALINA","KRAYTERMAN","OH","Internal Medicine",17,NA,17,NA,207,NA,215.83,NA
"2405",NA,NA,"*","S","NALTREXONE HCL","","NALTREXONE HCL",1144206087,"WARREN","BRAHMAIAH","TANDRA","OH","Psychiatry",12.2,12.2,12,12,365,365,974.07,974.07
"2406",NA,NA,"*","T","PENTAZOCINE-NALOXONE HCL","","PENTAZOCINE HCL/NALOXONE HCL",1932236072,"DAYTON","THOMAS","GOODALL","OH","Neurological Surgery",19,19,16,16,380,380,3123.28,3123.28
"2407",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1164481792,"AUSTINTOWN","EDWARD","HOBBS","OH","Family Practice",54,0,54,0,811,0,10429.92,0
"2408",13,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1760781363,"SPRINGFIELD","KATHLEEN","GLOVER","OH","Internal Medicine",25,NA,25,NA,506,NA,7444.69,NA
"2409",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1881699114,"ZANESVILLE","MICHAEL","WOOLERY","OH","Family Practice",45,12,45,12,1350,360,468.84,83.46
"2410",NA,NA,"#","S","METHADONE HCL","#","METHADONE HCL",1750383337,"MARIETTA","ALEXANDER","MINARD","OH","Physical Medicine and Rehabilitation",18.1,NA,18,NA,544,NA,249.09,NA
"2411",NA,NA,"*","S","BUPRENORPHINE-NALOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1669523346,"CUYAHOGA FALLS","MICHAEL","KIRWIN","OH","Family Practice",13,NA,13,NA,390,NA,5216.64,NA
"2412",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1629261276,"CINCINNATI","JANET","BISHOP","OH","Nurse Practitioner",20,NA,20,NA,540,NA,293.86,NA
"2413",NA,NA,"*","S","BUTRANS","","BUPRENORPHINE",1487603601,"PLAIN CITY","JOHN","ADAMS","OH","Family Practice",32,32,32,32,896,896,11126.17,11126.17
"2414",NA,NA,"*","S","BUPRENORPHINE HCL","*","BUPRENORPHINE HCL",1770524001,"MANSFIELD","JAMES","RICHARDSON","OH","Internal Medicine",67,NA,67,NA,903,NA,4067.38,NA
"2415",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1962638239,"CANTON","JOHN","VRACIU","OH","Neuropsychiatry",36.1,0,36,0,666,0,10217.09,0
"2416",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1588790349,"CINCINNATI","RAFAEL","FLEITES","OH","Internal Medicine",32,0,32,0,370,0,535.69,0
"2417",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1851308597,"CINCINNATI","CYMA","KHALILY","OH","Psychiatry",32,0,32,0,959,0,13657.07,0
"2418",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1811100043,"PARMA","ANDREW","KALIN","OH","Interventional Pain Management",14,NA,14,NA,396,NA,4449.23,NA
"2419",NA,NA,"*","S","BUPRENORPHINE HCL","*","BUPRENORPHINE HCL",1063527489,"CLEVELAND","NICHOLAS","DAVIS","OH","Family Practice",21,NA,21,NA,615,NA,837.22,NA
"2420",15,NA,"*","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1962518019,"DAYTON","LITA","BUDIAMAL","OH","Pain Management",125.9,25,125,25,2614,611,12933.51,2156.29
"2421",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1639175375,"MAYFIELD VILLAGE","JEFFREY","CHAITOFF","OH","Internal Medicine",21,0,21,0,630,0,1747.35,0
"2422",13,NA,"*","S","METHADONE HCL","","METHADONE HCL",1831397884,"HAMILTON","MICHAEL","JONES","OH","Nurse Practitioner",101,19,101,19,2949,555,2433.08,430.45
"2423",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1841256237,"CINCINNATI","JAN","SPORE","OH","Family Practice",15,0,15,0,450,0,273.38,0
"2424",63,19,"","S","METHADONE HCL","","METHADONE HCL",1013092147,"LORAIN","SAMEH","YONAN","OH","Anesthesiology",166.5,47.5,161,44,4665,1390,3018.09,851.38
"2425",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1881695856,"CINCINNATI","EUGENE","REILLY","OH","Family Practice",13,0,13,0,390,0,710.98,0
"2426",93,NA,"*","S","NALTREXONE HCL","*","NALTREXONE HCL",1285788430,"STEUBENVILLE","ALI","MELHEM","OH","Psychiatry",112,NA,112,NA,3360,NA,4852.28,NA
"2427",11,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1598908485,"AKRON","NICOLE","LABOR","OH","Addiction Medicine",84,16,84,16,1985,357,25032,3848.5
"2428",18,NA,"*","S","METHADONE HCL","","METHADONE HCL",1447324488,"STOW","ROBERT","GEIGER","OH","Pain Management",26,12,26,12,688,322,521.12,227.7
"2429",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1639350028,"DAYTON","SARAH","KIDD-HUBBARD","OH","Obstetrics/Gynecology",15,0,15,0,212,0,510.67,0
"2430",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1033134176,"WESTLAKE","BRIAN","DYKO","OH","Nurse Practitioner",42,19,42,19,1260,570,620.44,268.35
"2431",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1568478626,"PROSPECT","MARK","PIACENTINI","OH","Family Practice",37,0,37,0,259,0,6110.16,0
"2432",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1821012816,"COLUMBUS","VERDENA","LEE","OH","Internal Medicine",56,0,56,0,1675,0,27370.8,0
"2433",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1922287515,"BATAVIA","ANIL","KAKUMANU","OH","Internal Medicine",44,NA,44,NA,1320,NA,793.68,NA
"2434",43,13,"","S","METHADONE HCL","","METHADONE HCL",1730151846,"AKRON","JOHN","PETRUS","OH","Hematology/Oncology",158,41,158,41,4314,1158,5517.8,1072.96
"2435",11,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1568535003,"SANDUSKY","SARA","GRAHAM","OH","Family Practice",52,NA,52,NA,1380,NA,892.34,NA
"2436",NA,NA,"*","S","BUTRANS","*","BUPRENORPHINE",1558557546,"MASSILLON","MICHAEL","SMITH","OH","Physician Assistant",41,NA,41,NA,1150,NA,18990.62,NA
"2437",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1396700928,"COLUMBUS","ROBERT","MURDEN","OH","Internal Medicine",24,24,24,24,720,720,236.07,236.07
"2438",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1811950181,"ORWELL","TAMARA","GUTIERREZ","OH","Family Practice",16,0,16,0,480,0,124.78,0
"2439",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1376588319,"MASSILLON","LOUISE","DAPOZ","OH","Nurse Practitioner",38,13,38,13,1140,390,739.53,342.52
"2440",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1568478626,"PROSPECT","MARK","PIACENTINI","OH","Family Practice",147,0,147,0,978,0,19139.44,0
"2441",13,NA,"*","S","SUBOXONE","*","BUPRENORPHINE HCL/NALOXONE HCL",1770559783,"COLUMBUS","THOMAS","D'ONOFRIO","OH","Family Practice",69.1,NA,69,NA,1684,NA,22624.5,NA
"2442",NA,0,"","S","BUTRANS","","BUPRENORPHINE",1487973418,"GALION","RIPAL","PARIKH","OH","Physical Medicine and Rehabilitation",15,0,15,0,422,0,2893.04,0
"2443",NA,NA,"*","S","BUTRANS","","BUPRENORPHINE",1750558797,"BELMONT","SHAUN","ROE","OH","Family Practice",11,11,11,11,328,328,3170.57,3170.57
"2444",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1275627598,"ASHTABULA","GREGORY","BRANT","OH","Family Practice",15,0,15,0,225,0,565.84,0
"2445",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1023213105,"CLEVELAND","RICHARD","DEFRANCO","OH","Addiction Medicine",123,0,123,0,2036,0,37950.1,0
"2446",NA,NA,"#","S","BUTRANS","#","BUPRENORPHINE",1801821723,"PIKETON","CATHERINE","FARINET","OH","Internal Medicine",12,NA,12,NA,342,NA,3513.42,NA
"2447",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1134241284,"CHARDON","JUDAH","FRIEDMAN","OH","Hematology/Oncology",13,13,13,13,372,372,115.03,115.03
"2448",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1790996007,"CINCINNATI","JASON","HEIL","OH","Neurology",12,0,12,0,360,0,118.8,0
"2449",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1962460485,"BLUFFTON","JAMES","GIDEON","OH","Internal Medicine",43,12,42,11,1161,360,538.81,104.3
"2450",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1023113727,"BELPRE","KELLI","CAWLEY","OH","Hematology/Oncology",45,NA,42,NA,1200,NA,685.18,NA
"2451",NA,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1306944673,"CINCINNATI","ESLY","CALDWELL","OH","Internal Medicine",23,0,23,0,609,0,8649.97,0
"2452",NA,NA,"*","S","METHADONE HCL","*","METHADONE HCL",1639127756,"GRANVILLE","JASON","WINTERHALTER","OH","Family Practice",24,NA,24,NA,706,NA,917.8,NA
"2453",NA,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1538346382,"LIMA","WARREN","MORRIS","OH","Family Practice",30,17,30,17,638,351,7136.79,4673.53
"2454",19,NA,"*","S","METHADONE HCL","","METHADONE HCL",1366857559,"STOW","HALEY","GILLEN","OH","Physician Assistant",139,24,139,24,3844,672,3153.1,255.36
"2455",NA,0,"","S","METHADONE HCL","","METHADONE HCL",1679564645,"YOUNGSTOWN","PRABHUDAS","LAKHANI","OH","Internal Medicine",17,0,17,0,255,0,226.4,0
"2456",35,NA,"*","S","NALTREXONE HCL","*","NALTREXONE HCL",1649465071,"PARMA HEIGHTS","CHARLES","MISJA","OH","General Practice",76,NA,76,NA,749,NA,1395.4,NA
"2457",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1669469664,"BELLAIRE","CHARLES","BRADAC","OH","Family Practice",31,31,31,31,930,930,1093.33,1093.33
"2458",12,0,"","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1003816687,"DAYTON","RATNAM","OZA","OH","Internal Medicine",110.1,0,110,0,2123,0,33136.15,0
"2459",NA,0,"","S","BUPRENORPHINE-NALOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1598745556,"DAYTON","CHARLES","WALTERS","OH","Psychiatry",21,0,21,0,375,0,5247.37,0
"2460",NA,NA,"*","S","METHADONE HCL","","METHADONE HCL",1144383043,"ORRVILLE","ROBERT","LINDSAY","OH","Family Practice",14,14,14,14,420,420,253.38,253.38
"2461",20,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1790775054,"TOLEDO","KETTLIE","DANIELS","OH","Psychiatry",144.5,14,144,14,2725,360,23856.65,1123.57
"2462",19,NA,"*","S","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1295838860,"PARMA","JUAN","HERNANDEZ","OH","Pain Management",106,13,106,13,1216,293,23125.83,7102.9
"2463",NA,0,"","S","BUPRENORPHINE HCL","","BUPRENORPHINE HCL",1962638239,"CANTON","JOHN","VRACIU","OH","Neuropsychiatry",42.3,0,42,0,873,0,3783.11,0
"2464",NA,0,"","T","SUBOXONE","","BUPRENORPHINE HCL/NALOXONE HCL",1992022214,"IRONTON","STEPHEN","BROWN","OH","Psychiatry & Neurology",17,0,17,0,200,0,2859.62,0
